id,pid,accountno,balance
5088,283,40460,-414
5089,413,66391,896
5090,598,20063,450
5091,780,58760,750
5092,355,64724,373
5093,777,74904,-607
5094,231,67809,-623
5095,151,83855,-742
5096,646,59654,505
5097,574,76613,-362
5098,92,35879,190
5099,557,25769,747
5100,832,81693,560
5101,367,70642,-577
5102,825,58412,-176
5103,74,35324,-179
5104,636,53447,-107
5105,141,19857,380
5106,701,15273,984
5107,305,55530,502
5108,754,77812,887
5109,941,39922,-178
5110,363,25256,-540
5111,952,72047,-748
5112,642,76128,904
5113,632,45008,-677
5114,975,73770,-258
5115,486,38827,903
5116,663,43089,450
5117,825,17350,125
5118,67,53741,-942
5119,318,41531,569
5120,400,50264,162
5121,35,30549,-900
5122,982,64204,-790
5123,824,55028,-310
5124,220,59192,-317
5125,536,71845,-68
5126,905,15514,-207
5127,170,66843,-128
5128,277,56593,750
5129,502,59987,-607
5130,851,82992,-70
5131,409,45375,-995
5132,752,13746,-622
5133,624,40506,-857
5134,137,40059,778
5135,25,21762,721
5136,438,54662,363
5137,267,40825,178
5138,102,60187,-18
5139,772,73029,-72
5140,666,47000,-725
5141,21,62992,-252
5142,679,82832,-541
5143,881,40750,499
5144,19,48694,687
5145,465,80186,482
5146,295,38167,-381
5147,911,71915,-108
5148,535,64340,-984
5149,843,20068,-298
5150,939,51309,-597
5151,915,29458,-941
5152,682,41023,-142
5153,715,30778,-456
5154,278,61833,-552
5155,231,14105,315
5156,878,38451,234
5157,622,39206,534
5158,723,68561,-263
5159,515,60271,922
5160,420,79673,-464
5161,429,87725,737
5162,186,58707,-258
5163,888,29267,-16
5164,630,84680,-556
5165,284,89101,145
5166,5,85960,-264
5167,772,57214,659
5168,83,19023,402
5169,571,55443,713
5170,990,25069,45
5171,619,19929,-194
5172,735,18206,690
5173,32,42016,59
5174,708,25969,22
5175,799,27560,591
5176,78,29290,16
5177,894,88430,-53
5178,206,78457,949
5179,145,43013,-376
5180,252,82825,807
5181,969,67323,-846
5182,961,34280,703
5183,320,64142,687
5184,162,34425,135
5185,706,35545,-732
5186,569,22827,-541
5187,223,42141,-763
5188,872,29498,128
5189,650,73842,506
5190,796,77695,460
5191,291,77978,535
5192,426,61830,-591
5193,684,19832,77
5194,752,43088,634
5195,658,61930,-612
5196,172,48708,609
5197,378,56866,-615
5198,286,42046,-285
5199,506,14788,211
5200,87,28615,-453
5201,1,42591,214
5202,636,33094,-919
5203,757,67980,49
5204,674,22594,-185
5205,227,54777,895
5206,666,32289,567
5207,609,83781,-789
5208,235,78485,-399
5209,820,83022,8
5210,306,54706,-298
5211,71,21795,552
5212,764,64180,-208
5213,374,47546,-962
5214,633,74700,204
5215,491,13446,381
5216,77,75168,-733
5217,439,27647,340
5218,933,56526,-357
5219,711,74791,-858
5220,159,61609,-394
5221,469,57624,437
5222,603,23934,-852
5223,176,15673,299
5224,343,37141,-421
5225,973,78636,-937
5226,803,74661,-799
5227,832,36792,236
5228,673,29277,501
5229,227,40659,837
5230,408,81307,156
5231,385,56431,-636
5232,770,13878,-860
5233,833,23720,-419
5234,554,76629,-285
5235,92,37601,-909
5236,821,84694,-68
5237,115,85617,305
5238,614,46044,10
5239,291,10716,719
5240,203,66490,-418
5241,155,72527,5
5242,134,59399,226
5243,995,47359,945
5244,826,41361,-449
5245,157,28480,497
5246,540,69816,728
5247,516,53971,-292
5248,839,58799,-356
5249,370,51809,291
5250,596,77417,566
5251,776,12328,-352
5252,856,15975,-674
5253,642,28801,482
5254,140,13415,807
5255,367,15669,-602
5256,756,66308,834
5257,694,35580,-450
5258,214,20721,-943
5259,186,42509,-684
5260,527,73340,-369
5261,596,48641,264
5262,257,83187,-404
5263,592,80486,720
5264,646,41820,651
5265,927,12685,-704
5266,266,88096,-566
5267,349,70301,148
5268,631,80278,-92
5269,643,27752,-255
5270,578,34488,-569
5271,1000,44625,857
5272,369,11325,-910
5273,802,18491,583
5274,465,72425,265
5275,717,35088,355
5276,996,65222,918
5277,826,63048,-153
5278,810,69511,983
5279,855,87353,-226
5280,885,36600,174
5281,10,85803,-585
5282,72,56835,-223
5283,948,28022,-715
5284,464,68635,-907
5285,714,28484,862
5286,717,73793,903
5287,678,53416,-588
5288,701,42637,-100
5289,771,79720,230
5290,718,45268,-360
5291,272,26928,156
5292,696,16942,-422
5293,456,39547,-198
5294,562,26177,21
5295,114,57711,1000
5296,557,88945,-873
5297,784,72876,791
5298,147,35850,-217
5299,202,57697,-108
5300,323,89638,425
5301,952,65301,3
5302,538,20374,942
5303,78,89181,-196
5304,855,18314,-3
5305,757,39600,-831
5306,602,60821,466
5307,278,45894,425
5308,386,43683,917
5309,389,17395,22
5310,734,57580,-584
5311,41,19633,735
5312,282,88249,-252
5313,236,75175,-863
5314,513,15105,130
5315,947,65269,-729
5316,614,58865,473
5317,976,87338,-881
5318,963,86101,541
5319,191,65043,524
5320,732,86165,484
5321,91,76643,268
5322,827,30927,305
5323,71,33844,-585
5324,970,57574,312
5325,278,47187,-320
5326,28,23986,-820
5327,873,71038,295
5328,702,61747,-950
5329,481,82646,865
5330,517,10299,-502
5331,271,54748,-514
5332,972,11609,-602
5333,804,59904,-140
5334,356,72886,-60
5335,706,54079,145
5336,2,51189,573
5337,263,48283,-573
5338,251,81826,259
5339,48,82357,201
5340,601,57135,-964
5341,2,55242,855
5342,400,21362,-405
5343,113,26055,300
5344,848,51646,-669
5345,267,31767,179
5346,882,65391,-224
5347,743,15254,-246
5348,983,22092,-854
5349,169,37984,284
5350,166,62249,-688
5351,65,79667,821
5352,281,65377,220
5353,729,16057,-935
5354,220,73681,590
5355,693,22370,-485
5356,855,72496,-263
5357,303,20298,987
5358,543,78549,-729
5359,587,39606,-809
5360,45,73175,-271
5361,264,49359,-12
5362,382,27610,284
5363,955,44081,-441
5364,213,83914,-582
5365,291,35263,589
5366,920,13372,-947
5367,172,31653,322
5368,492,31516,-70
5369,123,36979,-197
5370,516,79519,-773
5371,889,54364,417
5372,471,79829,-820
5373,530,39998,434
5374,486,16654,-881
5375,869,61700,-692
5376,594,30259,-635
5377,374,17903,-379
5378,983,26493,156
5379,843,23231,-543
5380,270,75681,456
5381,637,31687,281
5382,980,28237,743
5383,529,56473,702
5384,368,67251,854
5385,98,35751,356
5386,569,17010,-718
5387,955,88944,941
5388,657,76680,-505
5389,46,88052,-947
5390,507,15349,-132
5391,779,22032,904
5392,853,89610,315
5393,847,11108,259
5394,691,44909,9
5395,197,84057,-463
5396,492,26404,-123
5397,999,63426,710
5398,804,43594,624
5399,684,11374,-516
5400,523,38381,-281
5401,981,29553,-74
5402,710,47832,836
5403,467,68507,28
5404,487,13012,528
5405,244,12178,541
5406,926,50275,277
5407,897,56535,333
5408,455,11605,182
5409,831,79049,897
5410,328,63191,-877
5411,329,65755,597
5412,247,26322,791
5413,870,66326,-408
5414,714,22794,793
5415,90,24997,-667
5416,516,51624,408
5417,252,19131,695
5418,919,43933,-275
5419,261,21587,38
5420,856,40560,-323
5421,173,51660,-420
5422,312,57453,791
5423,833,30211,-282
5424,786,10703,410
5425,931,88536,309
5426,883,30668,893
5427,821,55358,317
5428,535,39138,769
5429,436,84281,-656
5430,486,75078,-507
5431,398,63790,-300
5432,434,37817,745
5433,858,64380,663
5434,776,50254,-447
5435,52,23925,-623
5436,904,20380,-246
5437,569,51650,997
5438,341,48314,827
5439,266,57513,-609
5440,558,37698,-514
5441,446,64647,820
5442,473,27021,163
5443,728,66138,-317
5444,139,88528,456
5445,671,56573,-529
5446,890,43256,56
5447,735,57981,752
5448,878,69192,478
5449,723,62841,-737
5450,76,61412,476
5451,991,45042,-692
5452,91,89115,-686
5453,110,73185,847
5454,467,56400,285
5455,821,61581,-916
5456,214,46372,464
5457,936,75634,524
5458,820,27918,299
5459,433,24546,316
5460,385,49828,-556
5461,874,71005,-606
5462,720,49429,247
5463,435,44930,-197
5464,287,69603,710
5465,74,25511,-438
5466,899,33342,138
5467,689,67182,-225
5468,945,39975,996
5469,525,71664,-456
5470,390,43055,748
5471,980,17635,-7
5472,945,15535,588
5473,241,59047,928
5474,724,13548,-782
5475,186,37324,-136
5476,854,22624,-240
5477,900,64630,131
5478,772,23941,-246
5479,123,37456,677
5480,686,39856,-928
5481,941,67764,637
5482,350,63101,239
5483,121,74931,827
5484,313,74771,564
5485,565,85887,603
5486,395,70334,-360
5487,145,75641,204
5488,416,55175,-369
5489,603,55447,-906
5490,572,39177,-190
5491,808,52141,-414
5492,655,27752,979
5493,264,30797,-382
5494,216,58330,354
5495,971,21324,-634
5496,548,34334,347
5497,718,31085,283
5498,814,89984,825
5499,583,33282,415
5500,657,83059,324
5501,805,23779,-894
5502,684,79955,716
5503,474,31588,399
5504,299,18543,-973
5505,746,80375,-576
5506,837,79247,606
5507,114,46943,865
5508,381,80446,144
5509,150,30232,-365
5510,554,29282,-292
5511,76,17010,249
5512,626,56874,-503
5513,748,49266,21
5514,415,22007,-272
5515,193,31776,-234
5516,956,85713,592
5517,486,37219,-233
5518,726,72426,116
5519,485,79660,935
5520,454,58652,-992
5521,46,49301,676
5522,315,32148,381
5523,273,31360,-484
5524,870,19137,-85
5525,699,58189,554
5526,122,67643,-736
5527,84,49347,637
5528,313,72254,-344
5529,606,40026,967
5530,555,51607,-424
5531,333,54993,175
5532,146,28937,-906
5533,372,45118,-611
5534,638,34878,491
5535,4,32861,-809
5536,773,25930,-919
5537,781,56242,-301
5538,422,29477,-890
5539,600,28557,596
5540,165,46545,-811
5541,482,17869,-788
5542,945,40438,413
5543,384,37575,-163
5544,817,20950,303
5545,186,58721,-76
5546,913,74147,54
5547,739,72072,-265
5548,984,27432,-968
5549,264,58986,-258
5550,717,48743,-570
5551,748,40626,-739
5552,255,11045,-623
5553,575,13088,-693
5554,416,80038,551
5555,502,83174,-487
5556,75,50355,-243
5557,587,60773,-570
5558,719,80075,-418
5559,533,75790,334
5560,327,83363,448
5561,495,76239,-367
5562,182,86174,857
5563,351,35256,714
5564,588,87551,26
5565,465,32940,-540
5566,992,73578,-755
5567,220,87869,530
5568,821,65387,-40
5569,103,86454,-741
5570,441,57079,909
5571,580,83799,46
5572,857,87115,-292
5573,287,20570,811
5574,878,36812,954
5575,227,33765,-336
5576,357,54309,-983
5577,644,49445,-140
5578,510,72180,-399
5579,276,64144,-486
5580,41,47890,-944
5581,930,57933,885
5582,598,82278,385
5583,423,88627,451
5584,164,81940,655
5585,82,15128,-313
5586,900,59600,-582
5587,681,80888,-593
5588,532,52155,-854
5589,97,11138,285
5590,436,74896,156
5591,840,82224,-511
5592,787,78085,658
5593,930,14782,-41
5594,323,82144,-923
5595,422,55459,939
5596,976,22282,-479
5597,732,68554,-109
5598,71,18604,-902
5599,38,52148,30
5600,478,57884,516
5601,919,39043,-469
5602,677,55215,-500
5603,224,18491,540
5604,210,85555,-490
5605,322,26889,-405
5606,506,31871,-623
5607,996,48445,-119
5608,176,44165,76
5609,817,76022,629
5610,853,24550,452
5611,993,84639,38
5612,50,29099,-970
5613,939,24069,-342
5614,495,53400,-973
5615,10,62654,-243
5616,503,72034,668
5617,397,30664,-739
5618,993,14930,-599
5619,696,50530,925
5620,543,41547,-946
5621,561,58122,-914
5622,202,52529,125
5623,229,77736,464
5624,341,73831,593
5625,25,70396,-863
5626,10,15317,898
5627,358,10044,-839
5628,427,18701,991
5629,948,82314,-833
5630,113,67726,971
5631,984,61675,478
5632,316,69956,-671
5633,304,15312,-706
5634,456,50130,-524
5635,747,68707,-255
5636,21,87911,531
5637,794,10048,-804
5638,656,83721,-357
5639,499,81464,939
5640,586,29478,-292
5641,77,84195,107
5642,327,51114,313
5643,485,80320,-103
5644,674,44154,573
5645,640,43388,-839
5646,577,40195,-50
5647,234,70992,-805
5648,517,32044,208
5649,381,56866,-854
5650,360,76369,921
5651,17,60097,-944
5652,623,54259,381
5653,398,15723,-227
5654,222,77013,-486
5655,339,57243,-297
5656,319,45969,-182
5657,411,22882,-137
5658,717,11242,-283
5659,309,47242,-364
5660,921,12452,996
5661,615,45304,-841
5662,959,21559,285
5663,112,21646,340
5664,970,35272,426
5665,990,13849,-245
5666,369,24750,385
5667,400,29729,807
5668,217,87640,392
5669,738,62846,-482
5670,34,26083,-556
5671,324,60109,-7
5672,303,14729,-9
5673,542,88009,690
5674,650,20984,-256
5675,248,65701,722
5676,194,43734,-288
5677,779,15939,321
5678,307,85126,-581
5679,170,47459,577
5680,382,50247,-385
5681,588,52449,107
5682,111,30735,745
5683,528,31305,-214
5684,418,68290,-310
5685,217,25616,-981
5686,314,71580,34
5687,959,15085,-48
5688,376,81154,376
5689,535,86764,-838
5690,224,84079,-358
5691,416,21037,-890
5692,711,86441,-964
5693,905,45492,-583
5694,907,23411,573
5695,401,46134,-276
5696,242,26519,409
5697,650,16798,-555
5698,96,62363,-990
5699,134,61773,-726
5700,313,40344,-441
5701,362,13119,272
5702,63,64021,-800
5703,250,28546,724
5704,258,56755,542
5705,952,11510,749
5706,452,47049,86
5707,762,59394,140
5708,439,23284,670
5709,366,24545,844
5710,587,51333,-172
5711,104,77027,-281
5712,199,13550,-744
5713,764,82152,580
5714,221,33252,895
5715,883,47870,-561
5716,179,87107,628
5717,160,37699,-770
5718,257,70573,329
5719,527,56028,514
5720,285,32844,78
5721,843,85803,993
5722,86,87935,-15
5723,425,71820,173
5724,157,36495,194
5725,345,63535,172
5726,480,25271,-798
5727,896,52423,718
5728,692,48252,-307
5729,673,87509,-285
5730,425,40989,302
5731,651,41114,98
5732,685,52716,511
5733,908,77733,311
5734,354,19984,-558
5735,125,46953,327
5736,376,26352,660
5737,965,18564,125
5738,301,69819,-296
5739,833,63005,424
5740,677,18551,159
5741,793,26832,-704
5742,158,60063,-500
5743,714,63755,-125
5744,495,55326,881
5745,534,48531,408
5746,481,57125,-579
5747,30,38349,-364
5748,569,82881,244
5749,409,81377,-511
5750,37,54513,517
5751,500,28380,-749
5752,52,64947,-985
5753,154,77474,431
5754,635,50961,244
5755,324,15984,-885
5756,472,48841,196
5757,264,76587,-172
5758,556,20502,33
5759,168,37714,270
5760,897,44797,-601
5761,319,22698,-528
5762,343,22085,689
5763,880,14262,645
5764,866,72527,-884
5765,223,25218,236
5766,258,19378,-272
5767,368,17882,737
5768,946,59952,-806
5769,310,20746,-613
5770,870,25821,368
5771,374,34451,-1
5772,680,76367,-540
5773,95,87488,636
5774,715,39248,-749
5775,187,68248,-496
5776,855,17855,217
5777,507,85696,699
5778,900,70964,339
5779,300,54191,468
5780,495,25016,434
5781,412,77667,327
5782,718,83923,-851
5783,179,49724,-359
5784,727,60649,-802
5785,665,33390,-26
5786,518,87658,-117
5787,561,85958,-252
5788,392,55983,287
5789,658,46290,-55
5790,122,38060,394
5791,487,61180,528
5792,444,84191,854
5793,174,20341,215
5794,820,82670,-346
5795,568,64710,561
5796,958,49763,768
5797,295,21728,-911
5798,874,74752,299
5799,741,25058,-849
5800,332,54968,-3
5801,665,60672,-996
5802,479,77203,775
5803,576,40369,160
5804,86,70742,683
5805,150,45593,-28
5806,912,60519,982
5807,571,30348,570
5808,649,70741,-941
5809,800,69217,-338
5810,384,44335,809
5811,695,67664,865
5812,407,38103,390
5813,801,56321,915
5814,216,68972,167
5815,699,79661,618
5816,240,65123,583
5817,482,76271,542
5818,787,23937,-41
5819,999,48686,706
5820,169,17367,508
5821,954,47720,-684
5822,66,63620,558
5823,42,26869,-545
5824,933,46622,-983
5825,586,64709,-92
5826,549,66498,-124
5827,745,78316,-887
5828,661,65379,-778
5829,320,66704,824
5830,605,31946,-329
5831,341,56310,333
5832,780,68620,507
5833,303,64215,4
5834,639,77278,495
5835,984,78399,-105
5836,299,78921,399
5837,712,41652,-727
5838,914,11502,-752
5839,775,80156,-705
5840,985,78965,569
5841,178,46102,-669
5842,777,56382,693
5843,904,51403,-596
5844,512,82843,873
5845,188,69757,728
5846,92,39625,403
5847,914,15513,-965
5848,132,88387,516
5849,79,41292,-715
5850,487,83139,-807
5851,962,42269,-127
5852,912,52234,639
5853,259,31655,-805
5854,937,40949,785
5855,24,29465,459
5856,792,31936,-746
5857,60,72796,796
5858,283,75680,284
5859,55,31466,100
5860,552,23937,-258
5861,952,10648,-472
5862,474,79881,582
5863,962,10354,-450
5864,429,33100,-963
5865,219,69758,484
5866,957,82074,-619
5867,667,64938,-748
5868,706,49568,-836
5869,57,65876,904
5870,946,77411,806
5871,323,21135,-128
5872,886,25228,-430
5873,3,51152,959
5874,651,88005,-405
5875,638,89269,534
5876,456,81480,331
5877,851,36857,543
5878,750,81023,-430
5879,535,59863,150
5880,753,67697,-955
5881,44,41037,-765
5882,605,59856,-535
5883,850,69378,78
5884,118,38706,-375
5885,635,15564,-307
5886,43,19752,245
5887,551,27515,99
5888,132,86710,731
5889,183,72738,681
5890,639,34452,390
5891,764,51187,-799
5892,919,42879,-784
5893,480,84969,-617
5894,292,29499,-767
5895,541,85192,-261
5896,471,74435,-858
5897,210,87181,-839
5898,526,49441,977
5899,602,23614,950
5900,997,70307,-254
5901,783,12397,348
5902,579,26222,-470
5903,123,67919,-905
5904,150,79602,-626
5905,65,40708,267
5906,985,38768,-777
5907,575,25312,-64
5908,455,22045,-630
5909,596,13448,961
5910,111,30388,-4
5911,810,37199,-392
5912,931,53210,-780
5913,943,64229,602
5914,680,26415,-163
5915,331,61976,-899
5916,645,77102,-84
5917,703,69576,-595
5918,110,55830,-849
5919,986,45497,-236
5920,2,65115,-147
5921,113,65918,574
5922,719,30069,317
5923,700,33858,-936
5924,878,44163,33
5925,966,82155,465
5926,519,59157,-511
5927,396,67629,-968
5928,601,36722,881
5929,475,35100,914
5930,231,15196,53
5931,807,73345,310
5932,77,73343,-546
5933,403,48065,22
5934,81,74032,359
5935,318,80631,-128
5936,599,86533,-672
5937,1,56068,799
5938,622,67046,231
5939,933,40482,-301
5940,118,18093,-135
5941,565,64990,-549
5942,591,16504,970
5943,474,87595,306
5944,505,21495,-273
5945,316,69597,-64
5946,568,48952,-30
5947,874,50461,-418
5948,555,22301,678
5949,449,14599,108
5950,90,23327,-633
5951,665,56737,890
5952,376,32978,-531
5953,149,20817,970
5954,58,83009,-311
5955,444,58462,-873
5956,928,25074,462
5957,555,76998,-42
5958,846,42956,-533
5959,445,34497,509
5960,285,60082,870
5961,791,61999,900
5962,444,75692,-984
5963,953,74013,-505
5964,397,55208,-2
5965,117,51778,-751
5966,493,23201,911
5967,164,76566,75
5968,395,43779,712
5969,791,23156,100
5970,698,13960,642
5971,93,26491,740
5972,372,29417,-998
5973,764,27659,607
5974,103,26139,366
5975,514,60720,608
5976,719,88600,-249
5977,545,20658,-498
5978,931,20404,764
5979,363,56204,465
5980,668,27726,117
5981,165,49001,-825
5982,136,26259,734
5983,502,41527,295
5984,673,82561,865
5985,965,64379,855
5986,995,89867,118
5987,550,36034,-111
5988,333,56760,64
5989,96,76874,-362
5990,337,39466,799
5991,454,39865,-739
5992,574,51663,-538
5993,114,39075,-379
5994,833,86619,-260
5995,828,71909,-361
5996,72,48981,-922
5997,264,76022,-675
5998,492,73404,845
5999,638,36382,634
6000,542,70305,25
6001,465,43185,927
6002,58,75756,-823
6003,270,25740,776
6004,406,44333,915
6005,3,77912,198
6006,558,55230,-878
6007,584,38166,347
6008,86,88199,835
6009,565,85616,955
6010,787,21645,447
6011,22,50750,-615
6012,934,49268,439
6013,753,76228,-486
6014,810,38600,803
6015,394,14558,-649
6016,714,35681,84
6017,336,58162,775
6018,350,55402,-436
6019,901,87741,-132
6020,435,62112,596
6021,608,30777,-177
6022,417,30617,-505
6023,264,26670,906
6024,295,53093,-49
6025,915,83457,-487
6026,506,47364,182
6027,266,59418,683
6028,369,43527,69
6029,737,43232,909
6030,473,51904,-789
6031,414,62501,34
6032,756,14735,262
6033,258,49517,479
6034,63,55577,379
6035,707,53637,-844
6036,688,25330,-395
6037,741,30770,425
6038,371,78474,275
6039,807,76843,-857
6040,107,42414,-134
6041,104,45726,-760
6042,259,17857,-96
6043,855,64252,520
6044,906,88183,243
6045,245,46528,-866
6046,451,73334,-606
6047,645,30044,-616
6048,96,42911,473
6049,678,41680,791
6050,338,68910,-265
6051,616,78602,640
6052,872,17175,753
6053,880,45482,563
6054,130,29708,-35
6055,657,10259,671
6056,564,43610,-208
6057,187,42703,470
6058,402,62808,-410
6059,919,46282,638
6060,388,67653,-79
6061,971,41419,869
6062,972,60525,-614
6063,760,59765,-20
6064,810,18946,858
6065,712,28349,916
6066,932,73949,-184
6067,797,57062,-978
6068,979,18549,-863
6069,788,78135,-281
6070,849,41979,-726
6071,641,88554,521
6072,520,10976,720
6073,868,52883,700
6074,684,52593,-451
6075,266,83147,490
6076,585,40601,450
6077,183,14525,863
6078,825,76162,-576
6079,92,52114,767
6080,563,77380,797
6081,929,12876,-746
6082,542,87760,839
6083,995,61897,-377
6084,3,81077,304
6085,688,16463,71
6086,292,71389,-711
6087,590,38214,-126
6088,941,64923,632
6089,602,83521,-508
6090,619,17527,738
6091,773,52230,685
6092,689,62638,-828
6093,861,33822,679
6094,378,47930,271
6095,429,54245,-671
6096,645,68893,492
6097,72,60288,67
6098,920,20606,160
6099,491,73693,-699
6100,149,57877,714
6101,926,59735,-836
6102,497,44499,-417
6103,513,63175,733
6104,665,18162,691
6105,67,80648,-140
6106,353,58060,-475
6107,207,73260,-75
6108,223,14754,807
6109,23,63981,454
6110,286,73492,517
6111,890,81554,849
6112,955,10580,260
6113,567,56120,-46
6114,792,16074,-254
6115,275,83092,153
6116,685,33026,-908
6117,791,47114,-583
6118,463,36840,-223
6119,682,47336,591
6120,497,53805,98
6121,535,55859,606
6122,384,70327,607
6123,185,57649,572
6124,7,26417,440
6125,887,49341,-93
6126,208,20172,-460
6127,698,67361,791
6128,177,75966,-886
6129,321,58420,378
6130,983,45305,795
6131,869,87960,-689
6132,124,34292,871
6133,406,80269,85
6134,409,74592,144
6135,156,88237,-908
6136,181,23208,404
6137,534,33912,695
6138,577,84926,-130
6139,596,68660,862
6140,242,59680,-195
6141,623,63749,983
6142,699,43488,645
6143,772,86368,-667
6144,722,84503,645
6145,943,37171,670
6146,635,67287,476
6147,507,86663,-720
6148,802,45998,307
6149,364,61747,25
6150,685,78305,-847
6151,678,41295,446
6152,744,30420,-215
6153,975,23413,633
6154,773,80830,-514
6155,664,58121,572
6156,457,50981,858
6157,21,12092,-388
6158,233,60360,540
6159,717,14135,-718
6160,200,11999,27
6161,472,47787,-203
6162,536,63350,-593
6163,273,69689,-97
6164,27,54177,-599
6165,188,58216,499
6166,829,74376,116
6167,967,21900,804
6168,710,23447,-867
6169,67,73793,110
6170,382,20028,216
6171,630,67943,-284
6172,899,29344,32
6173,169,59482,909
6174,256,19125,-748
6175,254,83116,-588
6176,399,29948,-194
6177,673,46348,508
6178,364,64869,622
6179,851,33673,-537
6180,663,25474,415
6181,554,77512,-419
6182,555,11297,-922
6183,12,40526,-926
6184,548,11982,891
6185,700,87045,456
6186,597,33659,877
6187,122,84387,921
6188,586,84525,-365
6189,988,34241,-212
6190,832,56069,-509
6191,571,47081,15
6192,844,85752,304
6193,425,34606,-932
6194,760,73144,-789
6195,173,41218,904
6196,380,72442,-277
6197,306,29107,393
6198,80,70702,200
6199,345,47730,736
6200,595,38622,-889
6201,985,35387,-940
6202,134,20350,213
6203,493,64015,-716
6204,772,58709,932
6205,161,23085,497
6206,550,35012,-667
6207,618,71878,-847
6208,20,69144,-833
6209,738,19747,393
6210,127,44769,-263
6211,513,61289,-605
6212,221,73189,440
6213,882,17390,614
6214,951,69061,-158
6215,816,67457,492
6216,896,66366,532
6217,5,65080,-261
6218,886,26717,449
6219,772,78921,727
6220,299,21737,-470
6221,524,74397,189
6222,546,16431,492
6223,653,69904,57
6224,730,74166,857
6225,503,58280,777
6226,951,61552,431
6227,402,52029,721
6228,172,49425,526
6229,222,67984,750
6230,149,61619,166
6231,307,75394,-867
6232,127,27453,579
6233,171,42563,-797
6234,731,73480,830
6235,254,72675,622
6236,445,12467,461
6237,833,23952,-515
6238,918,88890,238
6239,532,89580,337
6240,993,48500,974
6241,453,26674,-599
6242,400,21792,650
6243,5,65724,-40
6244,465,27748,-953
6245,541,28975,913
6246,904,78501,-79
6247,244,56336,-927
6248,710,69393,435
6249,91,44754,-200
6250,736,58643,-43
6251,582,10825,-395
6252,952,60486,888
6253,680,21379,37
6254,659,47380,28
6255,182,88214,695
6256,630,53095,870
6257,165,16979,-816
6258,106,79935,-352
6259,466,43622,225
6260,211,64928,941
6261,387,54774,-837
6262,414,27873,-205
6263,112,18790,-201
6264,422,44359,939
6265,61,44852,761
6266,550,42342,-702
6267,934,27464,678
6268,184,86048,-832
6269,140,21315,-930
6270,552,67339,27
6271,408,25146,127
6272,259,42454,91
6273,442,26696,609
6274,27,79605,172
6275,168,67065,67
6276,261,28988,-591
6277,119,27473,600
6278,882,11685,692
6279,267,77741,-17
6280,39,13508,-677
6281,957,45153,-25
6282,126,41588,-156
6283,891,62871,400
6284,35,31283,927
6285,365,60740,-188
6286,595,68202,-521
6287,287,18707,410
6288,575,54747,891
6289,210,81485,239
6290,463,14428,-255
6291,515,84345,-407
6292,150,29996,166
6293,522,31859,-733
6294,953,25891,-289
6295,977,82792,-984
6296,364,24803,734
6297,307,36787,-320
6298,376,48362,-302
6299,27,81499,-296
6300,80,81577,863
6301,80,34583,-101
6302,857,15149,518
6303,880,65745,54
6304,948,37114,-522
6305,950,10273,-420
6306,926,79781,725
6307,906,65861,446
6308,75,75996,-479
6309,408,79141,-340
6310,158,25974,-186
6311,535,35411,575
6312,466,68641,820
6313,274,33411,793
6314,743,65369,337
6315,647,52878,981
6316,195,46801,-203
6317,186,84062,-559
6318,632,39378,585
6319,625,56845,-240
6320,412,23367,317
6321,172,25695,561
6322,502,49401,-660
6323,939,22445,768
6324,233,44616,-195
6325,501,23785,-462
6326,19,76891,459
6327,634,70282,-222
6328,449,26021,-93
6329,593,13752,619
6330,857,30438,-315
6331,101,38737,919
6332,739,37856,-66
6333,81,80600,656
6334,550,57033,-617
6335,310,20125,396
6336,815,11058,60
6337,321,43685,23
6338,347,37220,363
6339,968,34558,-857
6340,78,52217,22
6341,32,42682,-279
6342,9,38712,-577
6343,740,52817,621
6344,469,25049,-466
6345,477,35308,-392
6346,581,60898,-924
6347,465,45763,-73
6348,620,32056,-382
6349,484,15932,232
6350,887,10131,-176
6351,167,54391,313
6352,248,81408,-483
6353,784,28315,110
6354,367,68794,181
6355,597,39485,-418
6356,200,77867,-423
6357,457,73267,-384
6358,565,42311,-149
6359,206,85112,-255
6360,813,81046,928
6361,306,16598,753
6362,794,39586,164
6363,337,40850,983
6364,464,79376,793
6365,188,76122,465
6366,32,50928,93
6367,465,37975,964
6368,799,27103,-676
6369,711,11152,859
6370,509,30894,234
6371,679,87133,-353
6372,496,39242,143
6373,22,56264,-579
6374,786,14102,352
6375,503,79280,-698
6376,572,11579,568
6377,235,23334,532
6378,122,56296,10
6379,180,28415,626
6380,312,49359,-29
6381,8,31642,-405
6382,237,62689,-944
6383,40,82723,-711
6384,300,23760,-893
6385,904,36031,-767
6386,183,48101,5
6387,420,48348,-913
6388,505,67963,248
6389,119,71278,-431
6390,544,47067,-671
6391,47,68907,243
6392,580,22461,979
6393,971,38468,356
6394,306,69284,-596
6395,916,74941,736
6396,328,40467,339
6397,514,78615,-205
6398,325,16631,730
6399,658,38027,79
6400,339,42088,696
6401,982,24182,19
6402,157,82597,-392
6403,605,45253,972
6404,473,24174,70
6405,691,46438,333
6406,753,16040,-554
6407,136,28272,-428
6408,56,18099,-828
6409,567,85542,-304
6410,9,72037,455
6411,189,56397,851
6412,770,11676,-83
6413,534,68682,-707
6414,482,61582,-563
6415,511,84296,262
6416,791,17612,-304
6417,95,70669,854
6418,894,64825,-602
6419,387,22568,-909
